竹山路地铁站 南北通透 采光好 小三房,武夷绿洲观竹苑 -科学园,3室1厅 | 97.31平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,239,"24,561元/平"
此房满五不唯一 自住精装 无增值税 房主诚心出售,东城风景 -东山镇,3室1厅 | 115.93平米 | 东南 | 精装 | 低楼层(共16层)  | 板塔结合,178,"15,355元/平"
此房满二，无增值税，南北通透，交通便利,朗诗青春街区 -禄口,3室1厅 | 75.55平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,85,"11,251元/平"
南站商圈，次新房，南北通风的户型，河景房，视野好,旭辉铂悦秦淮 -岔路口,3室2厅 | 123.65平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,490,"39,628元/平"
翰香苑大三房两卫，大阳台，精装修，满五唯一,翰香苑 -江宁大学城,3室1厅 | 133.72平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,215,"16,079元/平"
看房方便，楼层好价格便宜，诚心卖，赶紧推荐,阳光之旅 -麒麟镇,2室2厅 | 69.86平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,112,"16,033元/平"
楼层好，视野佳 无遮挡 采光足,万裕龙庭水岸 -江宁大学城,3室2厅 | 100.76平米 | 南 北 | 精装 | 20层  | 板塔结合,214,"21,239元/平"
亚都3房，精装修，采光好，户型方正,亚都天元居 -百家湖,3室1厅 | 112.48平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,299,"26,583元/平"
满五唯一，小区前排，采光好视野佳，南北通透得房率高,中海御山府一期 -麒麟科创园,4室3厅 | 212.65平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,488,"22,949元/平"
熙悦次新房 精装修三大件，保养好 ，业主诚心出售,熙悦二期 -麒麟科创园,3室2厅 | 88.17平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,228,"25,860元/平"
满五唯一  里外城精装修 好楼层  诚心卖,景枫里外城 -禄口,3室2厅 | 96.46平米 | 南 北 | 其他 | 高楼层(共15层)  | 板楼,105,"10,886元/平"
新城保利 精装三房 边户光线佳 近地铁,新城保利天地 -禄口,3室2厅 | 77.8平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,95,"12,211元/平"
竹山路地铁站 南北通透 采光好 小三房,武夷绿洲观竹苑 -科学园,3室1厅 | 97.31平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,239,"24,561元/平"
此房满二，无增值税，南北通透，交通便利,朗诗青春街区 -禄口,3室1厅 | 75.55平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,85,"11,251元/平"
龙湖C区小三房 业主二次装修保养好 中楼层视野,龙湖春江郦城 -东山镇,3室2厅 | 87.19平米 | 南 北 | 其他 | 中楼层(共30层)  | 板楼,335,"38,422元/平"
看房方便，楼层好价格便宜，诚心卖，赶紧推荐,阳光之旅 -麒麟镇,2室2厅 | 69.86平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,112,"16,033元/平"
南站商圈，次新房，南北通风的户型，河景房，视野好,旭辉铂悦秦淮 -岔路口,3室2厅 | 123.65平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,490,"39,628元/平"
此房满五不唯一 自住精装 无增值税 房主诚心出售,东城风景 -东山镇,3室1厅 | 115.93平米 | 东南 | 精装 | 低楼层(共16层)  | 板塔结合,178,"15,355元/平"
翰香苑大三房两卫，大阳台，精装修，满五唯一,翰香苑 -江宁大学城,3室1厅 | 133.72平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,215,"16,079元/平"
麒麟门 好地段 中间位置 中间楼层 满五年 诚心出售,晨光苑 -麒麟镇,3室1厅 | 92.94平米 | 南 北 | 其他 | 低楼层(共34层)  | 板楼,110,"11,836元/平"
百家湖 地铁3号线 2014年 品质三房两卫 满五唯一,中航樾府 -百家湖,3室2厅 | 97.67平米 | 南 | 精装 | 高楼层(共22层)  | 板楼,320,"32,764元/平"
亚都3房，精装修，采光好，户型方正,亚都天元居 -百家湖,3室1厅 | 112.79平米 | 南 北 | 其他 | 高楼层(共17层)  | 板楼,308,"27,308元/平"
明月港湾 满五唯一 中间楼层 小区可租车位 秦淮河畔,明月港湾翠堤湾 -岔路口,2室2厅 | 83.51平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,196,"23,471元/平"
总价低，视野好，户型方正，业主诚售，楼层好 精装修,天地新城天玑座 -岔路口,3室2厅 | 112.99平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,229,"20,268元/平"
边户，精装自住，南北通透，客厅朝南，不靠高速,藏龙御景 -九龙湖,3室2厅 | 139.42平米 | 南 北 | 精装 | 低楼层(共28层)  | 板楼,368,"26,396元/平"
店长推荐：楼层好，楼龄新 生活配套全,河定桥新苑 -百家湖,3室1厅 | 94.85平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,240,"25,304元/平"
满五唯一，套内使用面积大，好楼层 ，好视野，好采光,新城玖珑湖二期 -九龙湖,3室2厅 | 89.58平米 | 南 北 | 精装 | 中楼层(共34层)  | 塔楼,299,"33,378元/平"
精装修楼层无遮挡诚心出售标准户型诚心出售,新城保利天地 -禄口,3室1厅 | 77.5平米 | 南 北 | 其他 | 低楼层(共18层)  | 板塔结合,98,"12,646元/平"
盛江花苑大三房 双南间 采光无遮挡 带储藏室,盛江花苑金桂园 -江宁滨江,3室1厅 | 95.06平米 | 南 | 毛坯 | 高楼层(共7层)  | 板楼,69.5,"7,312元/平"
小区洋房 房子满3年 业主诚心出售,中骏融信承露园 -禄口,3室2厅 | 107.26平米 | 南 北 | 精装 | 高楼层(共15层)  | 板塔结合,130,"12,121元/平"
麒麟门 S6旁 楼层好 满五年 诚心出售 看房方便,悦民公寓 -麒麟镇,3室2厅 | 100.2平米 | 南 北 | 其他 | 中楼层(共5层)  | 板塔结合,129,"12,875元/平"
诚心出售，满五年唯一，产权清晰，前后无遮挡,万科金域蓝湾 -九龙湖,3室2厅 | 117.01平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,385,"32,904元/平"
盛乐苑正规三房 婚装带储藏室 户型方正 临地铁,天景山公寓盛乐苑 -东山镇,3室2厅 | 91.85平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,140,"15,243元/平"
满五年  中间楼层 有电梯 出行方便,万科金域蓝湾 -九龙湖,3室1厅 | 117.77平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,369,"31,333元/平"
次新房小三房 新风系统的科技房 恒温恒湿 冬暖夏凉,东城金茂悦 -江宁其它,3室2厅 | 88.46平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,189,"21,366元/平"
朗诗物业，天燃气，满五唯一节省税费，随时可以看房,天地新城天柱座 -岔路口,1室1厅 | 44.52平米 | 西 | 简装 | 低楼层(共18层)  | 板塔结合,66,"14,825元/平"
朗诗物业，天燃气，满五唯一节省税费，随时可以看房,天地新城天柱座 -岔路口,1室1厅 | 44.52平米 | 西 | 简装 | 低楼层(共18层)  | 板塔结合,66,"14,825元/平"
总价低，中高楼层单室套，电梯房，采光炸裂,东郊小镇第五街区 -麒麟镇,1室1厅 | 41.49平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,58,"13,980元/平"
胜太路地铁口 拎包入住单室套 配套设施齐全,同曦新贵之都 -百家湖,1室1厅 | 44.82平米 | 西南 | 简装 | 低楼层(共30层)  | 塔楼,80,"17,850元/平"
S1空港小套刚需两室好房在售 有地下室 两房朝南,空港公寓B区 -禄口,2室1厅 | 65.61平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,57,"8,688元/平"
满五唯一  南站商圈   一梯两户  全明户型,经纬城市花园小区 -岔路口,2室1厅 | 63平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,155,"24,604元/平"
绿地大两房 满两年 双阳台 房子楼层好采光无遮挡,绿地国际花都 -江宁滨江,2室2厅 | 79.8平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,90,"11,279元/平"
居家小两房 中间楼层 视野采光不挡 居住舒适 拎包住,丹佛小镇 -将军大道,2室1厅 | 65.41平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,120,"18,346元/平"
五矿开发，低密洋房，业主诚心出售,东方龙湖湾南湖苑 -江宁大学城,2室1厅 | 89.46平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,185,"20,680元/平"
天鹅湖花园 电梯两房 21年精装 南北通透,天鹅湖花园 -东山镇,2室2厅 | 89.93平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,223,"24,798元/平"
房子满五唯一，电梯房，70年产权上商品房。,华汇康城 -麒麟镇,2室1厅 | 85.46平米 | 南 | 简装 | 高楼层(共9层)  | 板塔结合,115,"13,457元/平"
流量小区，满五唯一，配套齐全，交通便利，世贸物业,百家湖西花园伦敦城 -百家湖,2室2厅 | 79.25平米 | 南 北 | 简装 | 中楼层(共18层)  | 板楼,225,"28,392元/平"
满五唯一 电梯房  全明户型 交通便利,武夷绿洲观竹苑 -科学园,2室1厅 | 68.52平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,155,"22,622元/平"
满五年唯一 双南户型 居家精装 好楼层 位置视野采光好,碧水湾花园 -岔路口,2室2厅 | 80.9平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,169,"20,890元/平"
此房户型方正，视野开阔，业主诚售。,盈家春天 -岔路口,1室1厅 | 56.23平米 | 北 | 其他 | 中楼层(共8层)  | 板楼,78,"13,872元/平"
环境优美 视野好 采光充足 精装修 位置,华汇康城 -麒麟镇,2室2厅 | 84.17平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,124,"14,733元/平"
天景山佳福苑  楼层好  采光好  视野好 价格好,天景山公寓佳福苑 -东山镇,2室1厅 | 64.63平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,125,"19,341元/平"
S 6 旁 华汇康城 精装 两房 视野开阔 金地物业,华汇康城 -麒麟镇,2室1厅 | 83.75平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,122,"14,568元/平"
九龙湖次新房，地铁口精装修得房率高采光炸裂,新城玖珑湖二期 -九龙湖,3室2厅 | 98.79平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,316,"31,988元/平"
纯新空房 中间楼层  银城物业 17年小区  拉小旁,银城蓝溪郡 -正方新城,3室2厅 | 78.11平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,97,"12,419元/平"
碧桂园 洋房 三房一卫 省中医院 牛首山 金陵小城,南京碧桂园逸谷苑 -江宁其它,3室2厅 | 92.91平米 | 南 北 | 精装 | 低楼层(共8层)  | 板楼,126,"13,562元/平"
云靖花园  精装交付 采光炸裂 看房有钥匙,云靖花园（都会学府） -江宁其它,3室2厅 | 95.92平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,235,"24,500元/平"
银城品质物业，精装修，通透格局，视野好，无遮挡,银城蓝溪郡 -正方新城,3室2厅 | 87.98平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,110,"12,503元/平"
本房是次新房，自住二次精装修 业主急售，看房方便,东城金茂悦 -江宁其它,3室2厅 | 88.46平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,192,"21,705元/平"
精装三房 带电梯 18年楼龄 户型方正 环境优美,银亿东城第九街区 -麒麟镇,3室2厅 | 88.13平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,150,"17,021元/平"
江宁金茂悦 精装修三房 采光好 看房随时 价格可谈,江宁金茂悦 -江宁其它,3室2厅 | 89.64平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,185,"20,639元/平"
中间楼层 采光无遮挡 诚心出售 ，看房方便，,成山公寓 -东山镇,3室2厅 | 93.47平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,164,"17,546元/平"
精装三房  边户 位置优越  交通便利 生活方便,都会四季东区 -科学园,3室2厅 | 94.39平米 | 南 | 精装 | 中楼层(共26层)  | 塔楼,290,"30,724元/平"
边户户型，低非底，好楼层，自住装修,江南青年城惠山苑 -将军大道,3室2厅 | 116平米 | 东 | 简装 | 低楼层(共6层)  | 板楼,185,"15,949元/平"
南北通透大三房 精装拎包入住 套内93平,金轮第一城 -百家湖,3室2厅 | 82.19平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,201,"24,456元/平"
房东换房急售 出价可谈  楼层好 不靠高架,中航樾公馆 -东山镇,3室2厅 | 87.8平米 | 南 北 | 其他 | 中楼层(共35层)  | 塔楼,210,"23,918元/平"
可以公积金贷款 低总价 70产权住宅 生活方便交通便利,盈嘉青春渡 -岔路口,1室1厅 | 29.83平米 | 北 | 简装 | 中楼层(共10层)  | 板楼,50,"16,762元/平"
1号线地铁口，生活配套齐全，公寓，总价低,苹果都市 -科学园,1室1厅 | 42.9平米 | 北 | 简装 | 中楼层(共16层)  | 板塔结合,39.9,"9,301元/平"
70年产权  装修好  拎包入住  诚意出售,托乐嘉单身公寓 -将军大道,1室1厅 | 37.54平米 | 西 北 | 精装 | 中楼层(共11层)  | 塔楼,83,"22,110元/平"
地铁口湖景朝西 同曦新贵之都 带燃气 楼层好70年产权,同曦新贵之都 -百家湖,1室1厅 | 46.77平米 | 西 | 其他 | 中楼层(共30层)  | 塔楼,85,"18,175元/平"
店长推荐，地铁口，满五唯一，单室套,书香名门 -东山镇,1室1厅 | 48.5平米 | 南 | 简装 | 中楼层(共11层)  | 板楼,91,"18,763元/平"
万科物业，精装修，户型方正，带院子，可养花养草,高尔夫国际花园 -百家湖,1室1厅 | 50.28平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,115,"22,872元/平"
岔路口金盛路 天地新城 精装湖景房 环境好交通便利,天地新城天柱座 -岔路口,1室1厅 | 43.77平米 | 西 | 精装 | 中楼层(共18层)  | 板塔结合,75,"17,136元/平"
品质两房，银城物业，自住保养好，上秦淮板块,恒大悦澜湾 -上秦淮,2室2厅 | 76.04平米 | 南 北 | 精装 | 中楼层(共27层)  | 塔楼,199,"26,171元/平"
满五年 带燃气 厅室分离 地铁口 万科物业 有租赁车位,托乐嘉单身公寓 -将军大道,1室1厅 | 69.86平米 | 北 | 简装 | 中楼层(共11层)  | 塔楼,133,"19,039元/平"
户型方正，总价低，小区环境好，地铁在建。,怡景园 -青龙山国际新城,2室1厅 | 66.29平米 | 南 | 毛坯 | 高楼层(共24层)  | 塔楼,86,"12,974元/平"
新城玖珑湖二期 3室1厅 南,新城玖珑湖二期 -九龙湖,3室1厅 | 94.02平米 | 南 | 其他 | 中楼层(共33层)  | 塔楼,320,"34,036元/平"
交院地铁口 刚需两房 业主自住精装修 大阳台,宜家国际公寓 -江宁大学城,2室2厅 | 79.79平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,171,"21,432元/平"
中海国际社区 精装修 满2年 业主诚心出售 采光不挡,中海国际社区二期 -麒麟科创园,2室2厅 | 80.79平米 | 南 | 其他 | 低楼层(共32层)  | 板楼,168,"20,795元/平"
满五年，临天街，竹山路地铁口，自住精装，楼栋位置好,东渡国际青年城 -东山镇,2室2厅 | 85.53平米 | 南 | 精装 | 中楼层(共21层)  | 板楼,239,"27,944元/平"
此房满5年 中间楼层 位置好 采光好,华汇康城 -麒麟镇,2室2厅 | 83.5平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,115,"13,773元/平"
满五年唯一， 商品房  ，采光无遮挡,丹佛小镇 -将军大道,2室2厅 | 73.02平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,129,"17,667元/平"
满五唯一 全明格局 自住精装修 采光好无遮挡,武夷绿洲观竹苑 -科学园,2室1厅 | 66.17平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,159,"24,030元/平"
满五唯一，高楼层视野好，双地铁,武夷绿洲观竹苑 -科学园,2室1厅 | 68.12平米 | 南 | 精装 | 高楼层(共16层)  | 板楼,175,"25,690元/平"
两房楼层高视野好小区新环境好物业负责,武夷绿洲品兰苑 -科学园,2室1厅 | 68平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,146,"21,471元/平"
视野开阔，采光充足，生活配套设施完善，交通便利。,怡景园 -青龙山国际新城,2室1厅 | 66.07平米 | 南 | 其他 | 高楼层(共26层)  | 塔楼,88,"13,320元/平"
中间楼层采光好，看房方便，诚心出售,怡景园 -青龙山国际新城,2室1厅 | 66.29平米 | 南 | 毛坯 | 中楼层(共24层)  | 塔楼,100,"15,086元/平"
此房满3唯一，带大院子，采光充足，装修很好拎包入住,碧水湾花园 -岔路口,1室1厅 | 50.25平米 | 西北 | 精装 | 低楼层(共6层)  | 板塔结合,145,"28,856元/平"
九龙湖 朗诗物业 南北通透 边户 电梯两房,合家春天 -九龙湖,2室1厅 | 74.35平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,169.5,"22,798元/平"
此房总价低，两房朝南，三梯六户，视野好,长城苑 -麒麟镇,2室1厅 | 61.44平米 | 南 北 | 简装 | 低楼层(共21层)  | 板楼,71.8,"11,687元/平"
满五年 采光视野好 地铁湖景 两卧朝南 客厅带阳台朝南,百家湖国际花园 -百家湖,2室2厅 | 91.14平米 | 南 北 | 其他 | 高楼层(共31层)  | 塔楼,223,"24,468元/平"
配套齐全交通便利...........,翠屏城 -禄口,3室1厅 | 85.07平米 | 东南 | 其他 | 低楼层(共30层)  | 板塔结合,70,"8,229元/平"
河定桥地铁口 电梯两居保养好 2012房龄新 诚心出售,金王府 -百家湖,2室2厅 | 85.55平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,248,"28,989元/平"
此房满五唯一 楼层好 有租赁车位 竹山执教区,外港新村 -东山镇,2室1厅 | 56.5平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,135,"23,894元/平"
精装修 户型方正 诚心出售 环境好,银亿东城第十一街区 -麒麟镇,2室1厅 | 76.1平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,109,"14,324元/平"
地铁口精装修公寓、拎包入住，上下两层、即买即住,绿地理想名苑 -正方新城,1室1厅 | 44.62平米 | 南 | 精装 | 中楼层(共30层)  | 板楼,42,"9,413元/平"
楼龄新 电梯房 楼层好 户型方正 诚心出售,上坊新城 -江宁其它,2室1厅 | 65.75平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合,104,"15,818元/平"
