Total_Price,Unit_Price,District,Area,Furnished,Bedroom,Living_Room,Total_Floors,Detailed_Floor,Facing_South
100,8349,Lishui,119.78,Fully Furnished,3,2,27,6,1
90,10198,Lishui,88.26,Other,3,2,11,8,1
63,6784,Lishui,92.87,Other,3,2,27,13,1
63,5426,Lishui,116.12,Other,3,2,5,3,0
46,4792,Lishui,96,Other,3,2,6,5,1
76,8849,Lishui,85.89,Other,2,1,7,5,1
68,7071,Lishui,96.18,Other,3,1,18,13,1
75,7727,Lishui,97.07,Other,2,1,5,3,0
56,6961,Lishui,80.45,Other,1,1,7,5,1
155,11072,Lishui,140,Other,3,2,18,13,1
137,11914,Lishui,115,Other,3,2,25,18,1
165,12189,Lishui,135.37,Other,3,2,14,10,1
127,10080,Lishui,126,Not Furnished,4,2,26,12,1
128.5,13284,Lishui,96.74,Other,3,2,7,5,1
87,8447,Lishui,103,Other,3,2,6,3,1
162,13303,Lishui,121.78,Other,3,2,28,6,1
86,8446,Lishui,101.83,Other,3,1,6,5,0
210,19987,Lishui,105.07,Other,3,2,18,13,1
65.5,5285,Lishui,123.94,Not Furnished,3,2,12,9,1
97,7938,Lishui,122.2,Other,4,2,26,6,1
71,7746,Lishui,91.67,Other,2,2,6,3,1
160,12214,Lishui,131,Other,3,1,25,6,1
135,10888,Lishui,124,Other,3,2,4,3,1
115,9365,Lishui,122.8,Other,3,2,6,3,1
108,12135,Lishui,89,Not Furnished,3,2,11,5,1
82,8603,Lishui,95.32,Other,3,2,24,17,1
105,8027,Lishui,130.81,Other,3,2,4,2,1
105,6462,Lishui,162.5,Other,4,1,33,24,1
137,11697,Lishui,117.13,Other,3,2,11,3,0
125,9453,Lishui,132.24,Other,3,2,11,8,1
159.5,11993,Lishui,133,Other,3,1,25,12,1
99,7990,Lishui,123.92,Other,3,2,6,5,1
108,10044,Lishui,107.53,Part Furnished,3,2,6,3,1
108,6526,Lishui,165.5,Other,4,1,33,24,0
100,7548,Lishui,132.5,Not Furnished,3,2,6,5,1
90,7318,Lishui,123,Other,3,1,11,8,1
83,6156,Lishui,134.83,Other,3,1,33,7,1
100,7875,Lishui,127,Other,3,2,33,15,1
117,8847,Lishui,132.26,Other,3,2,6,5,1
72,6918,Lishui,104.09,Other,3,2,33,24,1
162,13714,Lishui,118.13,Other,3,2,18,13,0
182,12726,Lishui,143.02,Fully Furnished,4,2,18,4,1
88,9345,Lishui,94.17,Other,3,2,18,9,1
145,12271,Lishui,118.17,Other,3,2,33,15,1
160,14815,Lishui,108,Fully Furnished,3,2,9,7,1
132,12111,Lishui,109,Other,3,1,28,6,1
135,11282,Lishui,119.67,Other,3,2,5,2,1
145,12289,Lishui,118,Other,3,2,18,9,1
155,13136,Lishui,118,Other,3,1,18,9,1
92,6815,Lishui,135,Other,3,1,33,15,0
94,6284,Lishui,149.6,Other,4,1,18,9,0
123,12490,Lishui,98.48,Other,3,2,28,13,1
88,8454,Lishui,104.1,Other,3,2,33,24,1
92,6815,Lishui,135,Other,3,1,33,15,0
94,6284,Lishui,149.6,Other,4,1,18,9,0
155,13136,Lishui,118,Other,3,1,18,9,1
145,12271,Lishui,118.17,Other,3,2,33,15,1
160,14815,Lishui,108,Fully Furnished,3,2,9,7,1
108,6526,Lishui,165.5,Other,4,1,33,24,0
182,12726,Lishui,143.02,Fully Furnished,4,2,18,4,1
80,8989,Lishui,89,Not Furnished,3,2,26,12,1
122,10026,Lishui,121.69,Not Furnished,3,2,18,4,1
88,9345,Lishui,94.17,Other,3,2,18,9,1
88,6532,Lishui,134.74,Fully Furnished,4,2,33,24,0
128,13652,Lishui,93.76,Fully Furnished,3,1,18,13,0
115,10000,Lishui,115,Other,3,2,26,19,0
174.5,13321,Lishui,131,Other,3,3,11,8,1
98,7924,Lishui,123.69,Other,3,1,33,15,1
89,5477,Lishui,162.51,Fully Furnished,4,2,33,24,1
161,12369,Lishui,130.17,Other,3,1,17,12,1
85,7457,Lishui,114,Other,3,1,33,24,1
130,12381,Lishui,105,Other,3,2,18,9,1
110,9309,Lishui,118.17,Other,3,2,33,24,1
145,10284,Lishui,141,Other,3,1,18,4,1
135,11441,Lishui,118,Other,3,2,27,6,1
79,7597,Lishui,104,Other,3,2,33,7,1
131,11378,Lishui,115.14,Other,3,2,25,6,1
179,11188,Lishui,160,Other,4,3,10,3,1
110,12908,Lishui,85.22,Other,3,2,11,3,1
53,5579,Lishui,95,Other,3,1,18,4,1
70,6820,Lishui,102.65,Not Furnished,3,2,11,3,0
175,12774,Lishui,137,Other,3,2,10,5,1
85,9596,Lishui,88.58,Other,3,1,25,18,1
120,8700,Lishui,137.94,Other,3,2,6,5,0
130,13931,Lishui,93.32,Fully Furnished,3,1,11,3,0
89,6794,Lishui,131,Other,3,2,33,15,1
86,11129,Lishui,77.28,Fully Furnished,2,1,27,19,1
74,7985,Lishui,92.68,Part Furnished,2,2,6,2,0
69,8724,Lishui,79.1,Fully Furnished,2,2,5,3,0
79,9432,Lishui,83.76,Other,2,2,5,3,0
83,9456,Lishui,87.78,Other,2,1,5,3,1
71,8525,Lishui,83.29,Not Furnished,2,1,6,3,1
59.8,7512,Lishui,79.61,Other,2,2,7,4,1
79,8773,Lishui,90.05,Other,2,2,5,4,1
78,10091,Lishui,77.3,Other,2,2,27,6,1
88,10024,Lishui,87.79,Fully Furnished,2,2,5,4,1
72,7203,Lishui,99.96,Fully Furnished,3,2,6,5,1
59.8,6731,Lishui,88.85,Fully Furnished,2,1,5,4,1
72,9561,Lishui,75.31,Fully Furnished,2,1,18,9,1
80,10623,Lishui,75.31,Not Furnished,3,2,18,13,0
66,7588,Lishui,86.99,Fully Furnished,2,1,6,5,1
57,5908,Lishui,96.48,Fully Furnished,2,2,11,3,0
98,11164,Lishui,87.79,Other,2,2,5,4,0
46,6372,Lishui,72.2,Fully Furnished,2,2,20,15,1
99,10201,Lishui,97.05,Fully Furnished,2,2,11,3,1
94,10207,Lishui,92.1,Part Furnished,3,1,25,18,1
53,6269,Lishui,84.55,Fully Furnished,2,2,33,15,1
55,9247,Lishui,59.48,Part Furnished,2,1,5,3,1
63,7564,Lishui,83.29,Other,2,2,6,2,1
50,8334,Lishui,60,Fully Furnished,2,1,6,5,0
85,6747,Lishui,126,Part Furnished,3,2,33,7,1
35,5629,Lishui,62.18,Not Furnished,1,1,18,9,1
75,8214,Lishui,91.31,Part Furnished,3,2,29,14,1
88,9428,Lishui,93.34,Part Furnished,3,1,27,19,1
94,9746,Lishui,96.45,Part Furnished,3,1,11,5,0
103,11445,Lishui,90,Part Furnished,2,2,26,19,1
115,9746,Lishui,118,Fully Furnished,3,2,14,10,1
102,11505,Lishui,88.66,Fully Furnished,3,2,18,13,1
95,10216,Lishui,93,Part Furnished,2,2,16,8,0
113,10181,Lishui,111,Part Furnished,3,1,11,8,1
45,6638,Lishui,67.8,Other,2,1,6,5,1
146,10459,Lishui,139.6,Fully Furnished,3,2,18,13,1
108,9392,Lishui,115,Fully Furnished,3,2,11,8,1
59,7772,Lishui,75.92,Part Furnished,2,1,6,3,1
69,7642,Lishui,90.3,Part Furnished,2,2,6,3,1
81,9532,Lishui,84.98,Part Furnished,2,2,6,5,1
82,9535,Lishui,86,Other,2,2,6,3,1
75,7813,Lishui,96,Part Furnished,2,2,6,5,1
102,8278,Lishui,123.22,Not Furnished,3,2,11,8,0
88,9362,Lishui,94,Part Furnished,2,2,5,3,0
130,10570,Lishui,123,Part Furnished,3,2,11,3,0
93,11924,Lishui,78,Not Furnished,2,1,11,3,0
85,9274,Lishui,91.66,Not Furnished,2,2,18,13,0
87,6960,Lishui,125,Fully Furnished,3,2,33,15,1
86,6880,Lishui,125,Fully Furnished,3,1,11,3,1
116,10741,Lishui,108,Fully Furnished,2,2,6,2,1
62,9239,Lishui,67.11,Not Furnished,2,1,24,11,1
75,7084,Lishui,105.88,Fully Furnished,3,2,33,7,1
92,10575,Lishui,87,Not Furnished,3,1,24,5,1
94,10000,Lishui,94,Part Furnished,2,2,11,8,1
66,6600,Lishui,100,Fully Furnished,3,2,18,9,0
75,6083,Lishui,123.3,Not Furnished,3,1,18,4,1
100,11087,Lishui,90.2,Not Furnished,3,2,18,4,1
79,6392,Lishui,123.6,Part Furnished,3,2,18,9,0
62.5,6987,Lishui,89.46,Not Furnished,2,2,6,5,1
113,11123,Lishui,101.6,Part Furnished,3,2,6,2,0
110,11918,Lishui,92.3,Part Furnished,2,2,25,18,1
74.8,8500,Lishui,88,Fully Furnished,2,2,6,3,0
90,9640,Lishui,93.37,Not Furnished,2,1,27,13,1
94,10805,Lishui,87,Not Furnished,2,2,26,12,1
102,11658,Lishui,87.5,Not Furnished,3,2,24,17,1
109,12908,Lishui,84.45,Not Furnished,2,1,6,2,1
118,9600,Lishui,122.92,Fully Furnished,3,2,11,5,1
72,7705,Lishui,93.45,Not Furnished,2,1,11,8,0
64,7441,Lishui,86.02,Not Furnished,2,2,6,2,1
101,8276,Lishui,122.05,Not Furnished,3,2,18,13,1
73.8,7380,Lishui,100,Not Furnished,3,2,8,2,0
112,8649,Lishui,129.5,Fully Furnished,3,2,6,5,1
73,6084,Lishui,120,Fully Furnished,3,2,6,5,1
90,9014,Lishui,99.85,Other,3,2,5,3,1
105,8750,Lishui,120,Fully Furnished,3,2,6,5,0
95,9530,Lishui,99.69,Not Furnished,3,2,21,5,0
103,8500,Lishui,121.19,Part Furnished,3,2,5,3,1
81.5,9056,Lishui,90,Part Furnished,2,2,6,5,1
280,13846,Lishui,202.23,Fully Furnished,6,3,11,8,1
105,9546,Lishui,110,Not Furnished,3,1,25,12,0
161,15334,Lishui,105,Fully Furnished,3,2,18,9,1
95,8500,Lishui,111.77,Part Furnished,3,1,6,3,1
110,8874,Lishui,123.97,Not Furnished,4,2,18,13,1
105,10938,Lishui,96,Fully Furnished,2,2,11,5,1
94,7834,Lishui,120,Not Furnished,3,2,6,5,1
211,9953,Lishui,212,Other,5,2,6,3,1
72,9454,Lishui,76.16,Part Furnished,3,1,6,3,1
211,9953,Lishui,212,Other,5,2,6,3,1
72,9454,Lishui,76.16,Part Furnished,3,1,6,3,1
111,8810,Lishui,126,Not Furnished,3,2,18,13,1
162,13847,Lishui,117,Fully Furnished,3,1,33,15,1
98,10209,Lishui,96,Fully Furnished,3,2,11,8,0
86,7167,Lishui,120,Part Furnished,3,2,6,5,1
120,10257,Lishui,117,Part Furnished,3,2,26,6,1
180,14400,Lishui,125,Fully Furnished,3,2,18,13,1
110,8594,Lishui,128,Not Furnished,3,2,6,5,1
134,12673,Lishui,105.74,Fully Furnished,3,2,18,9,1
88,9167,Lishui,96,Part Furnished,3,1,24,17,1
81,6383,Lishui,126.9,Fully Furnished,4,2,11,8,0
65,6019,Lishui,108,Fully Furnished,3,2,5,3,1
63,8005,Lishui,78.71,Part Furnished,2,1,3,1,1
138,10698,Lishui,129,Part Furnished,4,2,11,3,1
150,12606,Lishui,119,Other,3,1,18,9,1
75,5525,Lishui,135.75,Fully Furnished,3,2,33,15,0
140,11987,Lishui,116.8,Not Furnished,3,2,26,12,1
60,7500,Lishui,80,Part Furnished,2,2,6,5,1
150,12500,Lishui,120,Fully Furnished,3,2,18,13,0
80,6957,Lishui,115,Fully Furnished,3,2,33,24,1
164,12425,Lishui,132,Fully Furnished,3,1,5,3,1
135,12273,Lishui,110,Fully Furnished,3,2,28,13,1
116,11959,Lishui,97,Not Furnished,3,2,18,4,1
200,15064,Lishui,132.77,Fully Furnished,4,1,6,5,1
142,11452,Lishui,124,Fully Furnished,3,2,11,8,1
139,11587,Lishui,119.97,Fully Furnished,4,2,6,5,1
145,11329,Lishui,128,Other,3,2,5,4,1
127,10763,Lishui,118,Not Furnished,3,2,18,4,1
97,7186,Lishui,135,Fully Furnished,3,2,33,15,0
150,12097,Lishui,124,Fully Furnished,3,2,6,3,1
90,9891,Lishui,91,Fully Furnished,2,2,6,3,1
197,14380,Lishui,137,Not Furnished,3,2,4,2,1
140,15054,Lishui,93,Fully Furnished,3,2,27,6,1
85,8334,Lishui,102,Fully Furnished,3,2,18,4,0
83,9223,Lishui,90,Not Furnished,3,1,11,3,1
142,10840,Lishui,131,Fully Furnished,3,2,6,5,1
65,6915,Lishui,94,Part Furnished,2,1,6,3,1
95,7173,Lishui,132.45,Fully Furnished,3,2,23,11,1
78,7500,Lishui,104,Part Furnished,3,1,18,13,1
151,12797,Lishui,118,Fully Furnished,3,1,18,9,1
100,11364,Lishui,88,Fully Furnished,3,2,18,9,1
130,10318,Lishui,126,Not Furnished,3,2,18,13,1
87,9355,Lishui,93,Part Furnished,3,2,11,5,1
159,12823,Lishui,124,Fully Furnished,3,1,11,3,1
75,8279,Lishui,90.6,Not Furnished,3,1,11,5,1
91,8922,Lishui,102,Part Furnished,3,2,25,6,1
99,7866,Lishui,125.86,Fully Furnished,3,2,33,15,1
285,13195,Lishui,216,Fully Furnished,3,2,11,5,0
145,14500,Lishui,100,Fully Furnished,3,2,28,20,1
180,16364,Lishui,110,Fully Furnished,3,2,28,20,1
113.8,11613,Lishui,98,Fully Furnished,2,2,6,3,1
296,13704,Lishui,216,Part Furnished,4,2,6,3,1
124,10509,Lishui,118,Fully Furnished,3,2,6,3,1
122,10797,Lishui,113,Part Furnished,3,2,9,2,0
135,10715,Lishui,126,Part Furnished,3,2,18,13,1
155,10188,Lishui,152.14,Fully Furnished,4,2,6,5,1
105,10098,Lishui,103.99,Not Furnished,3,2,11,8,1
115,9200,Lishui,125,Not Furnished,3,2,11,8,1
139,11587,Lishui,119.97,Fully Furnished,4,2,6,5,1
180,16364,Lishui,110,Fully Furnished,3,2,28,20,1
113.8,11613,Lishui,98,Fully Furnished,2,2,6,3,1
145,14500,Lishui,100,Fully Furnished,3,2,28,20,1
115,9427,Lishui,122,Fully Furnished,3,2,6,3,1
186,15500,Lishui,120,Fully Furnished,3,1,18,13,1
103,6438,Lishui,160,Fully Furnished,4,2,33,15,0
80,6061,Lishui,132,Fully Furnished,3,2,33,7,1
73.8,9144,Lishui,80.71,Part Furnished,2,2,5,4,0
110,9024,Lishui,121.9,Not Furnished,3,2,25,18,1
111,7541,Lishui,147.21,Fully Furnished,3,2,6,5,1
184,13835,Lishui,133,Fully Furnished,4,2,6,5,1
140,15805,Lishui,88.58,Other,3,2,25,18,0
176,14837,Lishui,118.63,Fully Furnished,3,1,9,7,1
118,12554,Lishui,94,Not Furnished,3,2,26,19,0
99,9000,Lishui,110,Fully Furnished,3,2,6,5,1
62,5000,Lishui,124,Not Furnished,3,2,18,13,1
209,14514,Lishui,144,Fully Furnished,4,2,18,4,0
170,14407,Lishui,118,Fully Furnished,3,1,18,13,1
140,11926,Lishui,117.4,Fully Furnished,3,2,27,6,1
126,11151,Lishui,113,Fully Furnished,3,2,6,5,1
75,7405,Lishui,101.29,Other,3,1,21,5,0
88,10827,Lishui,81.28,Other,2,2,18,13,0
67,10920,Lishui,61.36,Other,2,2,6,5,0
87.5,7404,Lishui,118.18,Other,2,1,6,2,1
92,10377,Lishui,88.66,Part Furnished,3,2,18,13,1
70,7378,Lishui,94.88,Other,2,1,6,2,0
58,9399,Lishui,61.71,Other,2,1,6,2,0
78,9114,Lishui,85.59,Other,2,1,9,5,0
73,9990,Lishui,73.08,Other,2,1,5,3,1
75.5,8799,Lishui,85.81,Other,2,1,11,3,1
92.5,9599,Lishui,96.37,Other,3,2,26,12,1
71,8296,Lishui,85.59,Other,2,2,11,3,1
60.5,8279,Lishui,73.08,Other,2,2,5,4,1
75,9545,Lishui,78.58,Other,4,1,6,5,1
133,9359,Lishui,142.12,Other,3,2,7,4,1
85,9660,Lishui,88,Fully Furnished,2,2,6,2,1
88,9723,Lishui,90.51,Other,2,2,11,3,1
42,7391,Lishui,56.83,Other,2,1,6,3,1
78,8791,Lishui,88.73,Other,2,2,18,9,0
77,9604,Lishui,80.18,Other,2,1,18,13,0
65,7741,Lishui,83.97,Other,2,1,6,3,1
88.5,9984,Lishui,88.65,Other,2,2,5,3,0
54,8664,Lishui,62.33,Other,2,1,6,5,0
60,6558,Lishui,91.5,Not Furnished,2,1,11,5,0
56,10786,Lishui,51.92,Other,1,1,7,5,0
60,7758,Lishui,77.34,Fully Furnished,2,2,20,10,0
112,12174,Lishui,92,Other,2,2,6,5,0
65,7661,Lishui,84.85,Other,2,1,6,5,1
92,10299,Lishui,89.33,Other,2,2,6,2,1
50,8017,Lishui,62.37,Not Furnished,2,2,6,5,0
98,11937,Lishui,82.1,Other,2,2,5,2,1
51,7607,Lishui,67.05,Other,2,1,20,15,1
69.5,7746,Lishui,89.73,Other,2,2,33,24,0
68.5,7966,Lishui,86,Fully Furnished,2,2,23,5,0
76,9040,Lishui,84.08,Other,2,2,6,2,1
75,8287,Lishui,90.51,Other,2,2,11,5,1
68.5,8101,Lishui,84.56,Other,2,2,6,5,1
70,8128,Lishui,86.13,Other,2,2,6,3,1
53,5897,Lishui,89.88,Other,2,2,33,7,1
77,8779,Lishui,87.71,Other,2,2,6,5,0
73,8812,Lishui,82.85,Other,2,2,6,3,1
64,7442,Lishui,86,Not Furnished,2,2,11,8,1
85,9287,Lishui,91.53,Other,2,2,6,3,0
80,8669,Lishui,92.29,Other,3,1,26,19,1
93,10006,Lishui,92.95,Other,3,1,6,2,1
95,9596,Lishui,99,Part Furnished,3,2,18,13,1
148,13836,Lishui,106.97,Other,3,1,11,3,1
107,10191,Lishui,105,Other,2,2,6,2,1
102.3,11759,Lishui,87,Other,2,1,18,4,1
88,9480,Lishui,92.83,Not Furnished,3,2,27,13,0
72,8000,Lishui,90,Other,3,2,6,5,1
105,11414,Lishui,92,Part Furnished,2,2,26,6,1
86,9451,Lishui,91,Other,3,1,27,19,1
69,9453,Lishui,73,Other,3,1,4,3,1
78,8341,Lishui,93.52,Not Furnished,3,2,6,3,0
77,8954,Lishui,86,Other,2,2,5,2,0
77,8556,Lishui,90,Other,3,2,5,4,0
87,9355,Lishui,93,Other,3,2,6,3,1
128,13062,Lishui,98,Fully Furnished,2,2,11,5,1
87,10117,Lishui,86,Other,2,2,29,14,1
92,10110,Lishui,91,Other,2,2,11,5,1
100,7279,Lishui,137.39,Other,4,2,11,3,0
91.5,9839,Lishui,93,Other,3,2,6,5,1
71,8473,Lishui,83.8,Other,3,1,5,4,1
87,9457,Lishui,92,Not Furnished,2,1,18,9,1
115,12106,Lishui,95,Other,2,2,25,6,0
156.5,8325,Lishui,188,Other,4,2,5,4,1
100,11495,Lishui,87,Other,2,2,6,5,0
70,7000,Lishui,100,Other,2,2,6,5,1
82,6136,Lishui,133.64,Other,3,2,12,3,1
37.9,4859,Lishui,78,Fully Furnished,2,1,18,9,0
72,7705,Lishui,93.45,Other,2,1,11,3,0
138,8215,Lishui,168,Other,3,2,4,1,1
75,7010,Lishui,107,Other,3,2,11,5,1
113,12556,Lishui,90,Other,3,2,18,4,1
75,5556,Lishui,135,Fully Furnished,3,2,33,15,1
58,9917,Lishui,58.49,Other,1,1,6,5,0
60,7101,Lishui,84.5,Fully Furnished,2,1,33,15,1
90,9804,Lishui,91.8,Other,2,2,29,6,1
93,10545,Lishui,88.2,Not Furnished,3,2,18,4,1
83,11217,Lishui,74,Fully Furnished,2,1,6,5,1
67,6443,Lishui,104,Other,3,2,18,9,1
87,6445,Lishui,135,Other,4,1,18,13,1
76,6622,Lishui,114.78,Other,3,2,33,24,0
52,5592,Lishui,93,Other,2,2,18,4,1
31,5000,Lishui,62,Not Furnished,1,1,15,4,1
93,10639,Lishui,87.42,Not Furnished,2,1,24,5,1
85,10000,Lishui,85,Part Furnished,2,2,6,3,1
87,13283,Lishui,65.5,Other,2,1,5,3,1
95,7724,Lishui,123,Part Furnished,3,1,6,5,0
67,7201,Lishui,93.05,Other,3,1,6,5,1
53,5897,Lishui,89.88,Fully Furnished,2,2,33,15,1
62,6020,Lishui,103,Other,2,2,18,13,1
64,6994,Lishui,91.51,Other,2,2,11,5,1
86,8885,Lishui,96.8,Part Furnished,2,1,6,5,1
95,10216,Lishui,93,Other,3,2,26,12,1
97,6063,Lishui,160,Other,4,1,33,15,1
72,5822,Lishui,123.67,Other,3,2,18,13,0
118,9781,Lishui,120.65,Other,4,2,18,13,1
83,9326,Lishui,89,Other,2,2,11,5,1
106,8794,Lishui,120.54,Not Furnished,3,2,18,13,1
100,11429,Lishui,87.5,Other,3,2,24,17,1
76,8127,Lishui,93.52,Other,3,2,6,5,1
167,12995,Lishui,128.52,Fully Furnished,4,1,17,12,0
56,6430,Lishui,87.1,Other,2,2,6,5,1
56,7273,Lishui,77,Not Furnished,2,2,6,5,0
75,9375,Lishui,80,Other,2,2,6,3,1
96,10978,Lishui,87.45,Other,3,2,25,6,1
70.8,7984,Lishui,88.68,Fully Furnished,3,2,11,8,1
99,11786,Lishui,84,Other,2,1,6,3,1
96,10213,Lishui,94,Other,2,2,11,5,1
75,6001,Lishui,124.99,Other,3,2,12,3,1
195,15070,Lishui,129.4,Other,4,2,34,16,1
117,10037,Lishui,116.58,Other,3,1,26,6,1
83,8451,Lishui,98.22,Other,3,2,6,2,0
84.5,9451,Lishui,89.41,Other,3,1,6,5,1
77.7,8355,Lishui,93,Part Furnished,2,2,6,2,0
97,10186,Lishui,95.23,Other,3,2,24,11,1
128,12076,Lishui,106,Other,3,2,18,13,1
130,12265,Lishui,106,Other,3,1,18,4,1
114,10000,Lishui,114,Other,2,2,6,5,1
219,16847,Lishui,130,Other,3,1,18,4,1
170,12143,Lishui,140,Other,3,2,18,4,1
165,13866,Lishui,119,Other,3,2,26,6,1
183,13845,Lishui,132.18,Other,3,2,11,5,1
341,20172,Lishui,169.05,Other,4,2,17,12,1
149,12507,Lishui,119.14,Other,3,2,18,4,1
100,8343,Lishui,119.87,Other,3,2,7,4,1
136,11057,Lishui,123,Other,3,2,18,4,1
163,13051,Lishui,124.9,Other,3,2,18,4,1
127,10650,Lishui,119.25,Fully Furnished,3,2,5,3,1
113,8693,Lishui,130,Other,3,2,5,3,1
88,8225,Lishui,107,Fully Furnished,3,2,18,4,0
103,8360,Lishui,123.22,Other,3,2,11,5,0
112,8485,Lishui,132,Other,3,2,11,3,1
105,8537,Lishui,123,Other,3,2,6,5,1
115,10041,Lishui,114.54,Other,3,2,5,3,1
400,12780,Lishui,313,Other,4,3,11,3,0
91,10108,Lishui,90.03,Other,3,2,6,5,1
110,8457,Lishui,130.08,Other,3,2,4,2,0
94,10186,Lishui,92.29,Not Furnished,3,2,26,12,1
86.2,8980,Lishui,96,Other,3,2,6,5,1
95,7852,Lishui,121,Part Furnished,3,2,7,5,1
138,10455,Lishui,132,Other,3,2,25,6,1
82,7664,Lishui,107,Other,3,2,7,5,1
115,8028,Lishui,143.25,Not Furnished,4,2,11,5,1
96,10171,Lishui,94.39,Other,3,1,6,2,0
115,12778,Lishui,90,Other,3,2,11,5,1
171,15834,Lishui,108,Other,3,1,11,8,1
195,13164,Lishui,148.14,Other,3,2,4,2,0
100,8067,Lishui,123.97,Other,3,2,18,4,0
73.5,8964,Lishui,82,Part Furnished,2,1,6,3,0
38,5278,Lishui,72,Other,2,1,20,5,0
115,9664,Lishui,119,Other,3,2,5,2,1
147.6,10696,Lishui,138,Other,3,2,10,5,1
158,13983,Lishui,113,Other,3,2,11,3,0
80,8248,Lishui,97,Other,3,1,11,3,1
104,10372,Lishui,100.27,Fully Furnished,3,2,6,5,1
122,10474,Lishui,116.49,Other,3,1,20,15,0
95,10509,Lishui,90.4,Other,3,1,11,8,1
199,13897,Lishui,143.2,Other,4,2,18,4,0
92,7233,Lishui,127.21,Other,3,2,33,15,0
106,8438,Lishui,125.63,Other,3,2,18,9,1
125,10417,Lishui,120,Other,3,2,11,3,1
98,7838,Lishui,125.04,Other,3,1,33,15,1
100,11115,Lishui,89.97,Other,3,2,23,5,1
150,12712,Lishui,118,Other,3,2,18,13,0
175,13258,Lishui,132,Other,3,2,15,7,1
95,9224,Lishui,103,Other,3,2,11,8,1
110,12360,Lishui,89,Fully Furnished,3,1,28,13,1
130,13979,Lishui,93,Fully Furnished,3,2,9,5,1
181.5,15460,Lishui,117.4,Other,3,2,27,6,1
129,10933,Lishui,118,Other,3,2,18,4,1
84,9231,Lishui,91,Other,3,2,18,4,1
79.8,8013,Lishui,99.6,Other,3,2,6,3,1
127.8,11433,Lishui,111.79,Other,3,1,18,13,1
173,11965,Lishui,144.6,Other,4,2,18,4,1
134,11356,Lishui,118,Other,3,1,18,4,1
256,18418,Lishui,139,Not Furnished,4,2,10,8,1
120,13080,Lishui,91.75,Other,3,2,27,6,1
90,7087,Lishui,127,Fully Furnished,3,1,33,7,1
315,18000,Lishui,175,Fully Furnished,4,3,10,8,1
124,11699,Lishui,106,Other,3,2,5,3,0
120,9161,Lishui,131,Other,3,2,6,5,1
84,8070,Lishui,104.09,Other,3,2,33,24,0
90,7133,Lishui,126.19,Other,4,1,11,5,1
80,6970,Lishui,114.78,Other,3,2,33,15,0
128,13149,Lishui,97.35,Part Furnished,3,2,27,6,1
185,12848,Lishui,144,Other,4,2,28,20,1
84,9334,Lishui,90,Other,3,1,18,13,1
185,12848,Lishui,144,Other,3,2,6,3,1
119,9385,Lishui,126.8,Other,3,1,33,15,1
165,12044,Lishui,137,Not Furnished,3,2,17,8,1
219,12959,Lishui,169,Other,4,2,5,4,0
120,11539,Lishui,104,Other,3,2,6,5,1
175,14831,Lishui,118,Other,3,2,27,6,1
115,11699,Lishui,98.3,Fully Furnished,3,1,28,13,1
118,12869,Lishui,91.7,Fully Furnished,3,2,27,6,1
44,4603,Lishui,95.6,Other,3,1,6,3,0
140,11024,Lishui,127,Fully Furnished,3,2,5,3,1
119,12796,Lishui,93,Fully Furnished,3,2,27,13,1
125,13737,Lishui,91,Other,3,2,18,9,0
113,10866,Lishui,104,Other,3,2,11,8,1
170,13015,Lishui,130.62,Other,3,2,10,5,1
146,12373,Lishui,118,Other,3,2,8,6,1
85,9140,Lishui,93,Other,3,1,20,10,1
135,10630,Lishui,127,Other,3,2,5,3,1
130,9353,Lishui,139,Other,3,2,6,3,1
130,11511,Lishui,112.94,Other,3,2,5,2,0
85,8334,Lishui,102,Other,3,1,11,3,1
170,14407,Lishui,118,Other,3,1,18,13,1
125,8446,Lishui,148,Other,3,1,6,3,1
136,10351,Lishui,131.4,Other,3,1,6,3,1
122,9760,Lishui,125,Other,3,1,18,13,1
95,7090,Lishui,134,Other,4,1,18,4,0
205,15074,Lishui,136,Other,3,2,6,5,1
180,13236,Lishui,136,Other,3,2,15,7,1
132,13406,Lishui,98.47,Other,3,1,28,13,1
91,7399,Lishui,123,Other,3,2,33,15,1
91,7399,Lishui,123,Other,3,2,33,15,1
130,13979,Lishui,93,Fully Furnished,3,2,9,5,1
84,9334,Lishui,90,Other,3,1,18,13,1
185,12848,Lishui,144,Other,3,2,6,3,1
129,10933,Lishui,118,Other,3,2,18,4,1
84,9231,Lishui,91,Other,3,2,18,4,1
132,13406,Lishui,98.47,Other,3,1,28,13,1
86,9348,Lishui,92,Other,3,1,18,9,1
90,8824,Lishui,102,Other,3,2,18,13,1
165,11032,Lishui,149.57,Other,4,2,7,4,1
120,9918,Lishui,121,Other,3,1,6,5,1
245,16667,Lishui,147,Other,4,1,18,4,1
128,13739,Lishui,93.17,Other,3,2,11,8,1
185,12848,Lishui,144,Other,4,2,28,20,1
133,15607,Lishui,85.22,Other,3,1,11,8,1
163,12286,Lishui,132.68,Other,3,2,6,5,1
80,6970,Lishui,114.78,Other,3,2,33,15,0
219,15756,Lishui,139,Other,3,2,10,5,1
187,17156,Lishui,109,Other,3,1,11,8,1
166,11836,Lishui,140.26,Other,4,2,6,3,1
181.5,15460,Lishui,117.4,Other,3,2,27,6,1
85,6855,Lishui,124,Other,3,2,33,15,0
98,7838,Lishui,125.04,Other,3,1,33,15,1
